NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
721,서울특별시 강동구 고덕동,688,688,0,래미안힐스테이트고덕,59.23,202306,19,"117,500",307,27,-,-,2016,아리수로50길 50,-,중개거래,서울 강남구 서울 강동구,23.10.12
722,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,19,"121,000",140,9,-,-,2019,고덕로 333,-,중개거래,서울 강동구,23.08.16
723,서울특별시 동작구 본동,482,482,0,유원강변,59.79,202306,19,"98,000",105,9,-,-,2000,노량진로23가길 20,-,중개거래,서울 동작구,23.10.04
724,서울특별시 강동구 천호동,571,571,0,래미안강동팰리스,59.98,202306,18,"106,500",101동,18,-,-,2017,천호대로 1077,-,중개거래,서울 강동구,23.07.07
725,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202306,18,"95,500",104,10,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.09.15
726,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),49.94,202306,18,"54,000",1013,5,-,-,1988,노원로 564,-,중개거래,서울 노원구,23.10.06
727,서울특별시 양천구 목동,709-2,709,2,성원2,59.9,202306,18,"58,000",102,6,-,-,2000,목동중앙남로 100,-,중개거래,서울 강남구 서울 양천구,23.07.28
728,서울특별시 마포구 도화동,353,353,0,현대홈타운,59.17,202306,18,"91,500",207,4,-,-,2000,새창로8길 72,-,중개거래,서울 마포구,23.07.21
729,서울특별시 구로구 구로동,1263,1263,0,신도림롯데아파트,59.68,202306,18,"70,500",103,20,-,-,1999,새말로 31,-,중개거래,서울 구로구,23.09.15
730,서울특별시 마포구 신공덕동,170,170,0,브라운스톤공덕아파트,59.89,202306,18,"125,000",101,6,-,-,2009,백범로 230,-,중개거래,서울 마포구,23.09.01
731,서울특별시 양천구 신월동,1077,1077,0,목동센트럴아이파크위브3단지,59.88,202306,18,"81,500",304,3,-,-,2020,남부순환로83길 48,-,중개거래,서울 양천구,23.10.04
732,서울특별시 동대문구 전농동,6,6,0,전농우성,59.78,202306,18,"68,000",5,4,-,-,1992,사가정로 190,-,중개거래,서울 동대문구,23.09.20
733,서울특별시 구로구 구로동,740-7,740,7,(740-7),35.1,202306,18,"18,600",-,4,-,-,1996,구로동로12길 49,20230824,중개거래,서울 구로구,-
734,서울특별시 금천구 시흥동,882-61,882,61,와이즈플레이스,14.22,202306,18,"9,350",-,16,-,-,2012,시흥대로 236,-,중개거래,서울 금천구,23.06.23
735,서울특별시 동대문구 장안동,581,581,0,일성트루엘,59.9819,202306,18,"60,000",102,13,-,-,2012,천호대로83길 71-7,-,중개거래,서울 동대문구,23.09.18
736,서울특별시 영등포구 신길동,4967,4967,0,신길파크자이,59.97,202306,18,"110,000",105,14,-,-,2022,신길로28길 25,-,중개거래,서울 영등포구,23.08.14
737,서울특별시 구로구 고척동,322,322,0,성원,56.97,202306,18,"39,500",-,6,-,-,1996,경인로47가길 10,-,중개거래,서울 구로구,23.08.16
738,서울특별시 성북구 종암동,130,130,0,아이파크종암동1차,59.93,202306,18,"73,000",102,17,-,-,2004,종암로21길 127,-,중개거래,서울 성북구,23.11.29
739,서울특별시 동작구 사당동,1160,1160,0,사당롯데캐슬골든포레,59.9908,202306,18,"90,500",107,10,-,-,2021,사당로 90,-,중개거래,서울 동작구,23.07.31
740,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,49.909,202306,18,"160,000",209,7,-,-,2019,선릉로 8,-,중개거래,서울 강남구,23.09.04
741,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,59.9236,202306,18,"130,000",305,21,-,-,2014,마포대로 195,-,중개거래,서울 마포구,23.09.01
742,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,59.46,202306,18,"59,000",118,3,-,-,1990,섬밭로 285,-,중개거래,서울 노원구,23.10.20
743,서울특별시 성북구 석관동,10,10,0,두산,59.97,202306,18,"65,000",103,15,-,-,1998,화랑로48길 16,-,중개거래,서울 성북구,23.09.05
744,서울특별시 강동구 명일동,15,15,0,삼익그린2차,42.93,202306,18,"83,000",602,11,-,-,1983,고덕로 210,-,중개거래,서울 강동구,23.08.18
745,서울특별시 광진구 광장동,578,578,0,금호베스트빌,59.93,202306,18,"97,000",104,8,-,-,2001,광나루로 579,-,중개거래,서울 광진구,23.10.12
746,서울특별시 구로구 구로동,1287,1287,0,구로지웰,59.651,202306,18,"59,000",101,5,-,-,2011,구로동로28길 42,-,중개거래,서울 구로구,23.10.05
747,서울특별시 강남구 수서동,746,746,0,까치마을,34.44,202306,17,"82,000",1002,3,-,-,1993,광평로19길 10,-,중개거래,서울 강남구,23.08.10
748,서울특별시 중구 충무로5가,36-2,36,2,충무로엘크루메크로시티2차,35.57,202306,17,"34,000",충무로엘크루메트로시티2,13,-,-,2016,퇴계로49길 14,-,중개거래,서울 중구,23.07.20
749,서울특별시 중구 만리동2가,273,273,0,서울역센트럴자이,59.943,202306,17,"127,000",105,9,-,-,2017,만리재로 175,-,중개거래,서울 중구,23.09.07
750,서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202306,17,"77,000",103,8,-,-,2001,새창로8길 157,-,중개거래,서울 용산구,23.08.10
751,서울특별시 성동구 하왕십리동,1061,1061,0,왕십리풍림아이원,59.936,202306,17,"85,700",101,9,-,-,2004,난계로 84,-,중개거래,경기 과천시 서울 성동구,23.08.28
752,서울특별시 성동구 마장동,819,819,0,마장동중앙하이츠,60.0,202306,17,"77,000",101,20,-,-,1999,마장로 262,-,중개거래,서울 성동구,23.08.25
753,서울특별시 성동구 행당동,380,380,0,서울숲리버뷰자이,59.97,202306,17,"134,000",106,2,-,-,2018,고산자로2길 65,-,중개거래,서울 성동구 울산 울주군,23.10.30
754,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.77,202306,17,"132,500",118,3,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.10.05
755,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.59,202306,17,"138,000",117,7,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.08.14
756,서울특별시 광진구 광장동,576,576,0,광장현대9단지,59.97,202306,17,"101,000",902,17,-,-,1999,아차산로69길 19,-,중개거래,서울 광진구,23.08.25
757,서울특별시 광진구 광장동,566,566,0,청구,59.95,202306,17,"90,000",104,15,-,-,1996,아차산로 503-23,-,중개거래,서울 광진구 서울 동대문구,23.08.31
758,서울특별시 동대문구 전농동,6,6,0,전농우성,59.78,202306,17,"57,000",-,11,-,-,1992,사가정로 191,20230620,중개거래,서울 동대문구,-
759,서울특별시 동대문구 전농동,6,6,0,전농우성,59.78,202306,17,"57,000",-,11,-,-,1992,사가정로 191,20230718,중개거래,서울 동대문구 서울 중구,-
760,서울특별시 동대문구 전농동,6,6,0,전농우성,59.78,202306,17,"57,000",30,11,-,-,1992,사가정로 191,-,중개거래,서울 동대문구 서울 중구,23.10.06
761,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.99,202306,17,"97,000",104동,15,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.11.29
762,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202306,17,"100,000",106,19,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.06.30
763,서울특별시 동대문구 장안동,373-1,373,1,양우내안애애플,15.3388,202306,17,"10,200",-,2,-,-,2014,장한로 99,-,중개거래,서울 동대문구,23.06.20
764,서울특별시 동대문구 휘경동,372,372,0,휘경SK뷰,59.39,202306,17,"83,000",105,3,-,-,2019,휘경로 60,-,중개거래,서울 동대문구,23.10.30
765,서울특별시 동대문구 이문동,225,225,0,대림e-편한세상,59.958,202306,17,"69,000",103,17,-,-,2003,한천로63길 10,-,중개거래,서울 동대문구,23.08.30
766,서울특별시 중랑구 면목동,1543,1543,0,한양수자인사가정파크,59.9598,202306,17,"78,000",108,4,-,-,2019,사가정로72길 26,-,중개거래,서울 중랑구,23.06.28
767,서울특별시 중랑구 중화동,208-4,208,4,범양프레체,17.94,202306,17,"11,400",-,12,-,-,2012,중랑천로14길 58,-,중개거래,서울 중랑구,23.07.05
768,서울특별시 중랑구 묵동,380,380,0,신도2,58.59,202306,17,"53,000",103,9,-,-,1999,공릉로13길 30,-,중개거래,서울 중랑구,23.10.12
769,서울특별시 성북구 돈암동,609-1,609,1,한진(609-1),59.58,202306,17,"50,000",202동,2,-,-,1998,성북로4길 52,-,중개거래,서울 성북구,23.08.31
770,서울특별시 성북구 정릉동,1028,1028,0,정릉e-편한세상,59.77,202306,17,"59,300",106,10,-,-,2006,솔샘로24길 15,-,중개거래,서울 성북구,23.09.04
771,서울특별시 성북구 정릉동,239,239,0,정릉풍림아이원,59.88,202306,17,"46,000",126,8,-,-,2005,솔샘로25길 11-11,-,중개거래,서울 성북구,23.09.22
772,서울특별시 성북구 종암동,128,128,0,극동,59.67,202306,17,"52,000",102,1,-,-,2000,북악산로29길 67,-,중개거래,서울 성북구,23.07.28
773,서울특별시 성북구 하월곡동,88-510,88,510,삼전솔하임3차,15.62,202306,17,"11,200",-,15,-,-,2013,동소문로46길 18,20230621,중개거래,서울 성북구,-
774,서울특별시 성북구 하월곡동,88-510,88,510,삼전솔하임3차,15.62,202306,17,"11,200",-,15,-,-,2013,동소문로46길 18,-,중개거래,서울 성북구,23.06.27
775,서울특별시 성북구 하월곡동,219,219,0,동신,59.88,202306,17,"53,500",102,9,-,-,1998,오패산로3길 17,-,중개거래,서울 성북구,23.10.10
776,서울특별시 강북구 미아동,474,474,0,미아동부센트레빌,59.96,202306,17,"68,200",103,9,-,-,2006,숭인로7가길 37,-,중개거래,서울 강북구,23.09.14
777,서울특별시 강북구 미아동,1354,1354,0,벽산라이브파크,59.67,202306,17,"49,000",109,19,-,-,2004,솔샘로 159,-,중개거래,서울 강북구,23.09.06
778,서울특별시 도봉구 쌍문동,723,723,0,신원2,60.0,202306,17,"34,500",-,14,-,-,1998,해등로 190,-,중개거래,서울 도봉구,23.06.20
779,서울특별시 도봉구 창동,373,373,0,창동주공4단지,36.16,202306,17,"37,000",406동,7,-,-,1991,덕릉로 349,-,중개거래,서울 도봉구,23.08.11
780,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,39.6,202306,17,"38,700",301,14,-,-,1994,섬밭로 123,-,중개거래,서울 노원구,23.08.31
781,서울특별시 노원구 공릉동,370-4,370,4,신원아파트,59.59,202306,17,"49,500",101,13,-,-,2000,동일로192나길 26,-,중개거래,서울 노원구,23.09.08
782,서울특별시 노원구 공릉동,81,81,0,태강아파트(아이파크),49.6,202306,17,"48,400",1013,10,-,-,1999,공릉로34길 62,-,중개거래,서울 노원구,23.09.13
783,서울특별시 노원구 공릉동,741,741,0,현대성우아파트,59.98,202306,17,"49,500",101,19,-,-,2000,공릉로27길 110,-,중개거래,서울 노원구,23.08.22
784,서울특별시 노원구 하계동,354,354,0,학여울청구,59.4,202306,17,"56,000",101,5,-,-,1999,동일로207길 186,-,중개거래,서울 노원구,23.10.19
785,서울특별시 노원구 상계동,647,647,0,상계주공12(고층),41.3,202306,17,"42,500",1208,6,-,-,1988,한글비석로 530,-,중개거래,서울 노원구,23.08.30
786,서울특별시 노원구 상계동,637,637,0,상계주공13(고층),45.55,202306,17,"34,000",1307,13,-,-,1989,한글비석로54길 92,-,중개거래,서울 노원구,23.07.07
787,서울특별시 노원구 중계동,512,512,0,중계무지개,49.89,202306,17,"51,250",207,8,-,-,1991,동일로208길 20,-,중개거래,서울 노원구,23.08.30
788,서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202306,17,"53,000",202,15,-,-,1991,동일로208길 19,-,중개거래,서울 노원구,23.10.31
789,서울특별시 노원구 중계동,369,369,0,주공2,44.52,202306,17,"37,000",207,13,-,-,1992,한글비석로14길 8,-,중개거래,서울 노원구,23.06.27
790,서울특별시 노원구 중계동,369,369,0,주공2,44.52,202306,17,"36,800",202,8,-,-,1992,한글비석로14길 8,-,중개거래,서울 노원구,23.09.15
791,서울특별시 노원구 중계동,358-2,358,2,주공4,45.77,202306,17,"40,500",402,6,-,-,1991,덕릉로76길 29,-,중개거래,서울 노원구,23.08.30
792,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202306,17,"52,000",114,11,-,-,1990,동일로207길 17,-,중개거래,서울 노원구,23.09.12
793,서울특별시 은평구 녹번동,83-16,83,16,경원파발리안,56.56,202306,17,"46,900",-,13,-,-,2011,서오릉로2길 9,-,중개거래,서울 은평구,23.08.18
794,서울특별시 은평구 불광동,631-1,631,1,대호프라자아파트,41.22,202306,17,"28,000",102,6,-,-,2000,불광로 90,-,중개거래,서울 은평구,23.08.30
795,서울특별시 은평구 응암동,760,760,0,백련산힐스테이트2차,59.63,202306,17,"68,000",201,12,-,-,2011,백련산로 38,-,중개거래,서울 은평구,23.08.10
796,서울특별시 은평구 응암동,766,766,0,백련산파크자이,49.759,202306,17,"61,800",103,11,-,-,2021,백련산로 67,-,중개거래,서울 은평구,23.09.08
797,서울특별시 은평구 응암동,766,766,0,백련산파크자이,49.759,202306,17,"60,000",103,8,-,-,2021,백련산로 67,-,중개거래,서울 은평구,23.08.25
798,서울특별시 은평구 신사동,372,372,0,응암역효성해링턴플레이스,59.94,202306,17,"69,000",105동,4,-,-,2019,가좌로 334,-,중개거래,서울 은평구,24.01.08
799,서울특별시 서대문구 홍제동,104-6,104,6,인왕궁맨숀,54.02,202306,17,"38,850",나,1,-,-,1974,통일로32길 14,-,중개거래,서울 서대문구,23.10.04
800,서울특별시 서대문구 창천동,510-2,510,2,3RU-City,25.06,202306,17,"23,500",1,9,-,-,2013,신촌로 1,-,중개거래,서울 마포구,24.01.19
801,서울특별시 서대문구 남가좌동,385,385,0,DMC파크뷰자이2단지,59.981,202306,17,"93,000",206,7,-,-,2015,가재울미래로 2,-,중개거래,서울 서대문구,23.07.27
802,서울특별시 마포구 공덕동,464,464,0,래미안공덕4차,59.9,202306,17,"118,000",405,15,-,-,2005,마포대로11길 50,-,중개거래,서울 마포구,23.10.30
803,서울특별시 마포구 공덕동,469,469,0,래미안공덕5차,59.959,202306,17,"129,000",504,13,-,-,2011,마포대로 173-15,-,중개거래,서울 마포구,23.10.20
804,서울특별시 마포구 신공덕동,155,155,0,신공덕1차삼성래미안1아파트,59.76,202306,17,"107,000",108,7,-,-,2000,백범로37길 12,-,중개거래,서울 마포구 서울 영등포구,23.09.01
805,서울특별시 마포구 용강동,380,380,0,마포용강삼성래미안,59.99,202306,17,"109,500",103,7,-,-,2003,큰우물로 28,-,중개거래,서울 마포구,23.07.07
806,서울특별시 마포구 대흥동,12-41,12,41,서희스타힐스,12.88,202306,17,"17,000",-,4,-,-,2014,신촌로 160,-,중개거래,서울 마포구,23.06.20
807,서울특별시 마포구 대흥동,806,806,0,마포그랑자이,59.98,202306,17,"140,000",108,7,-,-,2020,대흥로 175,-,중개거래,서울 마포구,23.11.20
808,서울특별시 마포구 염리동,533,533,0,마포자이더센트리지(102동~112동),59.99,202306,17,"117,000",105,2,-,-,2022,숭문길 98,-,중개거래,서울 마포구,23.10.26
809,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,59.8772,202306,17,"140,000",302,11,-,-,2021,대흥로 164,-,중개거래,서울 마포구,23.09.25
810,서울특별시 양천구 신정동,314,314,0,목동신시가지8,54.94,202306,17,"114,500",809,14,-,-,1987,목동서로 280,-,중개거래,서울 양천구,23.09.06
811,서울특별시 양천구 신정동,314,314,0,목동신시가지8,54.94,202306,17,"115,000",811,8,-,-,1987,목동서로 280,-,중개거래,"경기 부천시 오정구, 서울 양천구",23.08.11
812,서울특별시 강서구 가양동,1485,1485,0,가양6단지,58.65,202306,17,"79,000",614,8,-,-,1992,허준로 175,-,중개거래,서울 강서구,23.08.31
813,서울특별시 강서구 내발산동,749,749,0,마곡수명산파크5단지,59.84,202306,17,"76,000",515,2,-,-,2008,수명로2길 105,-,중개거래,서울 강서구,23.09.20
814,서울특별시 강서구 방화동,796,796,0,신동아,59.4,202306,17,"57,500",제1,9,-,-,1995,방화대로37길 15,-,중개거래,서울 강서구,23.07.28
815,서울특별시 구로구 신도림동,642,642,0,대림1,59.88,202306,17,"70,000",506,1,-,-,1999,신도림로 16,-,중개거래,서울 구로구 서울 양천구,23.08.31
816,서울특별시 구로구 구로동,1287,1287,0,구로지웰,59.651,202306,17,"59,500",-,8,-,-,2011,구로동로28길 42,20230703,중개거래,서울 구로구,-
817,서울특별시 구로구 구로동,1287,1287,0,구로지웰,59.651,202306,17,"59,500",101,8,-,-,2011,구로동로28길 42,-,중개거래,서울 구로구,23.07.19
818,서울특별시 구로구 개봉동,476,476,0,한마을,59.57,202306,17,"65,200",103,24,-,-,1999,경인로 382,-,중개거래,서울 구로구,23.10.27
819,서울특별시 구로구 개봉동,481,481,0,현대,59.94,202306,17,"63,500",104,11,-,-,2001,개봉로20길 6,-,중개거래,서울 구로구,23.09.20
820,서울특별시 영등포구 당산동4가,30-1,30,1,당산현대5차,59.85,202306,17,"94,000",507,23,-,-,2000,당산로42길 16,-,중개거래,서울 영등포구,23.10.06
